gene,assigned_count,unassigned_count,total_qv_gene_count,unassigned_fraction
SMARCAL1,28069,6805,34874,0.19513104318403396
GIT2,23100,6803,29903,0.2275022572985988
GPAA1,29465,6803,36268,0.1875758244182199
HILPDA,31138,6802,37940,0.17928307854507117
USB1,24065,6799,30864,0.22028900984966304
TRPT1,36761,6795,43556,0.1560060611626412
KRT15,17804,6794,24598,0.27620131718025853
MED1,19418,6794,26212,0.25919426216999847
ACP2,31869,6792,38661,0.17568091875533484
TACC2,34329,6791,41120,0.16515077821011673
TBC1D16,28007,6791,34798,0.19515489395942295
ZFTA,25381,6791,32172,0.21108417257242323
CASP2,31187,6790,37977,0.1787924269952866
NTAN1,16102,6789,22891,0.2965794417019789
ELMO2,27786,6786,34572,0.19628601180145783
EEF1AKMT2,36837,6785,43622,0.1555407821741323
LAMA5,54018,6785,60803,0.1115898886568097
AATF,21483,6782,28265,0.23994339288873165
WDR75,31152,6779,37931,0.17871925338113945
PDLIM7,23633,6779,30412,0.22290543206628963
TGS1,24627,6779,31406,0.21585047443163727
ENPP5,33891,6779,40670,0.16668305876567494
PDXDC1,33211,6777,39988,0.16947584275282584
TTF1,29638,6774,36412,0.18603757003185764
PPIL3,23014,6771,29785,0.22732919254658385
POLR3D,20254,6767,27021,0.2504348469708745
ST7L,35515,6767,42282,0.1600444633650253
FAM222B,22959,6765,29724,0.22759386354461042
RAB10,28496,6764,35260,0.1918321043675553
ARHGAP31,14313,6759,21072,0.32075740318906604
DHX36,26353,6754,33107,0.20400519527592353
NDUFA4,36152,6753,42905,0.15739424309521036
EPHX1,21113,6750,27863,0.24225675627175824
PWP1,21947,6750,28697,0.23521622469247658
EIF4ENIF1,30237,6750,36987,0.18249655284289074
HAUS3,31737,6745,38482,0.1752767527675277
PDCD11,33843,6744,40587,0.16616157883066007
SCYL3,28518,6742,35260,0.19120816789563244
ZNF227,25338,6740,32078,0.21011284992829976
ECT2,29733,6735,36468,0.18468246133596578
VPS18,26694,6735,33429,0.20147177600287175
PMF1,27919,6734,34653,0.19432660952875652
SFRP2,8867,6734,15601,0.43163899750016027
MRNIP,53094,6733,59827,0.11254116034566333
ZNF510,25269,6729,31998,0.21029439339958747
SLC22A5,41729,6726,48455,0.13880920441646888
EGR2,16984,6726,23710,0.2836777730915226
TSHZ1,19755,6725,26480,0.2539652567975831
JAGN1,27422,6723,34145,0.19689559232684142
DVL1,26886,6722,33608,0.20001190192811236
COA8,24888,6722,31610,0.21265422334704207
ERH,24835,6721,31556,0.21298643681074914
DLD,22665,6720,29385,0.22868810617662072
PRMT5,26532,6719,33251,0.2020691107034375
ATP11A,28728,6715,35443,0.18945913156335525
CCNB1IP1,23772,6708,30480,0.2200787401574803
NCKAP1,23829,6707,30536,0.2196423893109772
ECM1,15303,6706,22009,0.30469353446317415
WDR36,28515,6706,35221,0.19039777405525113
AGBL5,28845,6706,35551,0.18863041827234114
ZNF75A,39142,6705,45847,0.1462473008048509
CLSTN2,27825,6701,34526,0.19408561663673754
POLM,40935,6701,47636,0.14067092115206986
NAA38,17620,6698,24318,0.2754338350193272
RPIA,27281,6698,33979,0.1971217516701492
SRF,24404,6698,31102,0.21535592566394443
ZNF140,28624,6697,35321,0.18960391834885762
ZCCHC8,22412,6696,29108,0.23003985158719253
CISD1,29979,6694,36673,0.18253210809042075
MFSD6,32711,6693,39404,0.16985585219774643
PPIG,26930,6692,33622,0.19903634525013383
CITED1,23493,6692,30185,0.2216995196289548
TCF7L1,17478,6692,24170,0.2768721555647497
TFAP4,26963,6689,33652,0.1987697610840366
PEX1,33607,6689,40296,0.16599662497518364
LAIR1,16279,6687,22966,0.29116955499433944
RNF152,28549,6683,35232,0.18968551316984558
PKD2,17306,6682,23988,0.27855594463898614
RORC,37216,6679,43895,0.1521585602004784
TRIM21,18315,6676,24991,0.2671361690208475
SHC2,52832,6672,59504,0.11212691583759075
FN3KRP,25914,6672,32586,0.20475050635242129
C11orf52,26058,6671,32729,0.20382535366189006
ACAD8,48409,6665,55074,0.12101899262810037
TMEM265,33870,6665,40535,0.16442580485999753
SLC30A6,35013,6665,41678,0.15991650271126254
HSCB,32309,6665,38974,0.17101144352645353
HMCN1,20928,6664,27592,0.24151928095100028
SLC26A2,30090,6664,36754,0.18131359851988899
PRKCI,44903,6663,51566,0.1292130473567855
MIPOL1,40496,6662,47158,0.14126977395139742
TNRC6B,25942,6662,32604,0.2043307569623359
PIK3R4,30460,6660,37120,0.17941810344827586
COTL1,15924,6658,22582,0.2948365955185546
BTN3A3,22574,6657,29231,0.2277376757551914
SCARB1,27416,6657,34073,0.19537463680920378
SIL1,25570,6656,32226,0.20654130205424193
IDH3B,22389,6655,29044,0.2291351053573888
GABARAPL1,21367,6651,28018,0.237383110857306
TXNDC12,27594,6651,34245,0.19421813403416557
LRRC41,24989,6650,31639,0.2101836341224438
SFMBT1,32765,6647,39412,0.1686542169897493
RMI1,31934,6646,38580,0.172265422498704
TM2D2,25369,6642,32011,0.20749117490862515
SHMT2,19917,6641,26558,0.2500564801566383
MMAB,32055,6640,38695,0.17159839772580437
MIER2,25899,6637,32536,0.20398942709613965
FBXL19,35080,6637,41717,0.15909581225879138
USP46,28333,6634,34967,0.1897217376383447
NOP9,47677,6633,54310,0.12213220401399374
S100PBP,33643,6632,40275,0.1646679081315953
AKAP8,30983,6632,37615,0.17631264123355045
SEL1L3,32237,6630,38867,0.17058172742943886
NEXN,15921,6628,22549,0.2939376469023017
PIAS2,34428,6627,41055,0.16141761052246986
TAMALIN,17214,6627,23841,0.27796652824965395
RAB17,35541,6619,42160,0.15699715370018974
ARFGAP2,27420,6615,34035,0.19435874834728956
ANKRD42,32586,6613,39199,0.1687032832470216
MON2,42313,6613,48926,0.13516330785267547
UCK2,28848,6613,35461,0.18648656270268746
ANKRD54,27443,6612,34055,0.1941565115254735
SLC12A6,29697,6606,36303,0.1819684323609619
MANBAL,33006,6604,39610,0.16672557434991164
GSTM3,19786,6596,26382,0.250018952315973
CPLANE1,39117,6594,45711,0.1442541182647503
PPWD1,29316,6594,35910,0.18362573099415205
ATP6AP2,24813,6593,31406,0.20992803922817296
CRAMP1,47623,6592,54215,0.12158996587660241
RBIS,35038,6589,41627,0.15828668892785933
RC3H2,27375,6588,33963,0.19397579719106087
MZB1,16797,6586,23383,0.28165761450626525
SLC6A8,24631,6584,31215,0.21092423514336056
PTN,21096,6583,27679,0.2378337367679468
NVL,40431,6583,47014,0.14002212107031947
RNGTT,34677,6580,41257,0.1594880868701069
TBC1D7,37810,6579,44389,0.148212394962716
ANGEL2,31537,6578,38115,0.1725829725829726
SNX8,26261,6576,32837,0.20026189968632946
ZNF320,37537,6572,44109,0.14899453626244077
NFYC,31305,6572,37877,0.17350898962431027
PRELID2,40831,6570,47401,0.13860467078753613
CDKN2C,15868,6569,22437,0.29277532646967064
BBOF1,26375,6568,32943,0.1993746774732113
DNTTIP1,27903,6567,34470,0.19051348999129677
SEMA3B,45944,6565,52509,0.1250261859871641
ZNF791,28487,6564,35051,0.1872699780320105
CXCL13,31887,6558,38445,0.1705813499804916
EHF,35610,6558,42168,0.15552077404667047
FRG1,24751,6555,31306,0.2093847824698141
C6orf141,126480,6553,133033,0.04925845466914224
GCFC2,34088,6552,40640,0.1612204724409449
ANKRD52,31117,6548,37665,0.17384840037169785
PICK1,42563,6546,49109,0.13329532264961616
TMTC4,41073,6544,47617,0.1374299094861079
ANAPC7,39387,6540,45927,0.14239989548631524
ZFP62,31115,6540,37655,0.17368211392909308
LMTK2,27228,6539,33767,0.19365060562087244
GCAT,28965,6537,35502,0.18413047152273113
BICDL2,125290,6537,131827,0.0495877172354677
CGNL1,17764,6537,24301,0.269001275667668
HLF,21135,6534,27669,0.2361487585384365
EGLN1,31502,6530,38032,0.17169751787968027
TMEM11,18865,6530,25395,0.2571372317385312
CCDC32,29578,6529,36107,0.18082366300163402
POLH,31119,6527,37646,0.17337831376507465
NUP42,30138,6526,36664,0.1779947632555095
CA11,27174,6521,33695,0.19353019735865856
NECAP2,21865,6521,28386,0.22972592122877475
TRIM3,39253,6520,45773,0.14244205099075874
EMC3,25421,6520,31941,0.20412635797251183
IP6K1,19828,6520,26348,0.24745711249430696
TSEN15,33531,6518,40049,0.16275063047766486
UPF1,24321,6518,30839,0.21135575083498168
WDR35,30488,6518,37006,0.17613359995676378
FAM76A,30015,6515,36530,0.17834656446756092
TMTC1,19942,6515,26457,0.24624862985221302
ZNF708,34592,6515,41107,0.1584888218551585
NUSAP1,33143,6513,39656,0.1642374420012104
HEG1,15630,6513,22143,0.2941335862349275
CNTRL,28403,6512,34915,0.18651009594730059
EMC9,28102,6512,34614,0.18813196972323337
MICB,40364,6511,46875,0.13890133333333332
GRIK3,42546,6511,49057,0.13272315877448682
CMIP,23297,6510,29807,0.21840507263394504
TENT5A,18119,6503,24622,0.26411339452522137
ZNF581,22270,6500,28770,0.2259297879735836
FAM219B,44201,6499,50700,0.1281854043392505
KDM4C,35909,6495,42404,0.1531695123101594
HPS6,24590,6492,31082,0.20886686828389422
FAM107B,15493,6490,21983,0.29522813082836735
EDF1,20172,6487,26659,0.24333245808169848
HPCAL1,24468,6486,30954,0.20953673192479164
CLIC4,11306,6484,17790,0.3644744238336144
BLTP3B,21516,6476,27992,0.23135181480422978
GALNT2,17609,6474,24083,0.26882032969314457
MSRB1,24829,6474,31303,0.20681723796441237
TBCCD1,25503,6472,31975,0.20240813135261923
SEC14L2,39922,6472,46394,0.1395007975169203
DYNC2H1,24503,6465,30968,0.20876388530095583
GRPR,47892,6463,54355,0.11890350473737467
GTPBP1,29847,6463,36310,0.17799504268796476
NUP155,30460,6462,36922,0.1750176046801365
INTS11,58948,6461,65409,0.09877845556421899
FBXO46,30864,6459,37323,0.173056828229242
ZBTB4,23087,6458,29545,0.218581824335759
RHOT1,29044,6457,35501,0.18188220050139434
ABHD13,27633,6457,34090,0.18941038427691406
PRAF2,19656,6457,26113,0.24727147397847815
SEMA3F,34285,6456,40741,0.15846444613534277
VCAM1,14677,6454,21131,0.3054280441058161
LCP2,17910,6452,24362,0.26483868319514
CMTR2,34287,6451,40738,0.1583533801364819
AASDHPPT,20703,6449,27152,0.23751473187978786
RNF43,48157,6448,54605,0.11808442450325062
CLEC3B,11926,6446,18372,0.3508600043544524
HDAC3,23210,6446,29656,0.21735905044510387
TMEM170A,32543,6445,38988,0.1653072740330358
OGFR,24792,6441,31233,0.2062241859571607
RUNDC1,34556,6440,40996,0.15708849643867695
C1orf109,32997,6440,39437,0.16329842533661282
PNO1,23555,6440,29995,0.2147024504084014
DOC2B,32313,6435,38748,0.1660730876432332
FXR2,27629,6435,34064,0.18890911225927665
KLHL21,31489,6432,37921,0.16961578017457346
RAMP1,16940,6428,23368,0.2750770284149264
SAYSD1,28821,6427,35248,0.18233658647299136
CAMK1D,30646,6424,37070,0.17329376854599407
SERPINF1,7200,6423,13623,0.47148205241136315
LPAR2,46266,6419,52685,0.12183733510486856
CIAPIN1,34038,6419,40457,0.15866228341201769
POLR3E,50101,6418,56519,0.11355473380633062
GPR137B,20057,6416,26473,0.24236014052053034
TTC31,38569,6414,44983,0.14258719960874108
AAAS,35085,6414,41499,0.15455794115520857
RTL8C,18352,6410,24762,0.2588643889831193
METTL2B,49027,6410,55437,0.11562674747912044
NT5E,9432,6408,15840,0.40454545454545454
KIAA1586,21703,6408,28111,0.22795347017181886
EXOC1,29086,6407,35493,0.18051446764150678
TSPAN6,23614,6407,30021,0.21341727457446455
ZNF585B,25071,6407,31478,0.20353897960480336
CEP57,29372,6407,35779,0.17907152240140864
LPL,6243,6403,12646,0.5063261110232484
SMYD5,27457,6402,33859,0.18907823621489117
CLEC14A,20204,6399,26603,0.2405367815659888
ABHD3,43345,6396,49741,0.12858607587302226
IPP,31668,6392,38060,0.16794534944823963
ZNF407,35922,6391,42313,0.15104105121357503
TMEM183A,25679,6390,32069,0.19925785026037607
PRSS8,33008,6390,39398,0.16219097416112493
OSTM1,26173,6389,32562,0.1962103064922302
FOXP4,26887,6388,33275,0.19197595792637115
RAVER1,22039,6386,28425,0.22466138962181179
NR1H3,20320,6384,26704,0.2390653085680048
IFT43,33372,6381,39753,0.16051618745755036
UBXN7,20474,6378,26852,0.23752420676299718
LPIN2,30567,6378,36945,0.17263499796995535
KLHL11,23639,6372,30011,0.2123221485455333
PGRMC1,15186,6366,21552,0.29537861915367486
NGRN,34406,6365,40771,0.15611586666993696
NDRG3,19963,6363,26326,0.24170022031451796
THOC6,28616,6362,34978,0.18188575676139287
PAIP2B,19393,6361,25754,0.2469907587170925
EDC4,40313,6359,46672,0.13624871443263628
ANKRD46,23759,6356,30115,0.21105761248547236
AKNA,21533,6355,27888,0.22787578886976478
SOCS6,23569,6354,29923,0.2123450188817966
SP110,21438,6354,27792,0.22862694300518135
STXBP5,30604,6349,36953,0.17181284334154195
RTL8A,16858,6349,23207,0.2735812470375318
BACE1,13971,6348,20319,0.3124169496530341
ZNF253,23017,6346,29363,0.21612233082450702
CUL7,32808,6344,39152,0.16203514507560277
PTPN23,20519,6343,26862,0.23613282704191796
SF3B4,22828,6342,29170,0.21741515255399382
OSBPL2,36425,6342,42767,0.1482919073117123
ZNF200,24426,6341,30767,0.2060974420645497
RAI1,27272,6339,33611,0.18859897057510933
MALSU1,29045,6337,35382,0.17910236843592786
SRRD,24228,6337,30565,0.20732864387371175
FBXO42,26776,6337,33113,0.1913749886751427
ZNF507,27467,6337,33804,0.18746302212755886
APEH,25031,6335,31366,0.20197028629726455
ARFGAP1,44819,6335,51154,0.12384173280681862
EXD2,28472,6329,34801,0.1818625901554553
GTF3C5,32090,6327,38417,0.16469271416300074
EZH1,32713,6326,39039,0.1620430851200082
UBE2E3,15036,6326,21362,0.2961333208501077
SOX12,21713,6324,28037,0.2255590826407961
SMCR8,24970,6318,31288,0.20193045256967526
CCDC124,15952,6318,22270,0.28370004490345757
DENND2B,18773,6314,25087,0.2516841391955993
BCL7A,27322,6313,33635,0.18769139289430653
FAP,12403,6311,18714,0.33723415624666025
ZFPL1,27510,6309,33819,0.18655193825955824
MTLN,21160,6308,27468,0.22964904616280762
BCL2L11,34284,6308,40592,0.15540007883326765
ANKRD16,28419,6308,34727,0.1816454055921905
CAVIN2,12167,6307,18474,0.34139872252895964
AK9,33120,6306,39426,0.1599452138182925
PARD3B,26104,6304,32408,0.19451987163663292
BRAP,22847,6304,29151,0.21625330177352406
NR2F2,15072,6300,21372,0.2947782144862437
HYCC1,16156,6300,22456,0.2805486284289277
PGR,34066,6300,40366,0.15607194173314176
LATS2,13424,6298,19722,0.3193388094513741
TCP11L1,20036,6296,26332,0.23910071396020052
FGD6,18495,6296,24791,0.253963131781695
RNF8,23277,6294,29571,0.21284366440093336
PLEKHG1,18932,6294,25226,0.24950447950527233
OSBPL9,21939,6294,28233,0.22293061311231538
DNAJC16,34143,6293,40436,0.15562864773963794
SLC25A29,98838,6293,105131,0.05985865253826179
TRIM35,20893,6292,27185,0.23145116792348722
ZNF274,31935,6291,38226,0.16457385025898602
PRPF40A,21248,6288,27536,0.2283556072051133
GFOD2,32146,6287,38433,0.1635833788671194
AHCYL2,31150,6286,37436,0.16791323859386686
SPCS1,21976,6285,28261,0.22239128127100952
HSD17B12,31109,6284,37393,0.16805284411520874
DCAF1,26142,6281,32423,0.1937205070474663
ST6GAL1,15718,6279,21997,0.28544801563849614
POFUT1,23874,6277,30151,0.20818546648535705
ADPGK,39670,6274,45944,0.13655754831969355
NEURL1B,23423,6274,29697,0.21126713136007005
CIPC,23320,6269,29589,0.21186927574436445
MARCKSL1,23270,6264,29534,0.2120945351120742
CCNK,22178,6264,28442,0.22023767667533928
AP4S1,23765,6262,30027,0.20854564225530356
GLI3,25219,6262,31481,0.19891363044375973
ZNF358,15057,6260,21317,0.29366233522540697
NARS2,22074,6259,28333,0.22090848127625032
MS4A6A,13577,6258,19835,0.3155028989160575
P3H3,26013,6255,32268,0.19384529564894012
OSBPL11,24090,6255,30345,0.20612951062778054
IFIT5,17832,6254,24086,0.25965291040438426
REX1BD,23280,6254,29534,0.21175594230378547
ERI3,28470,6252,34722,0.1800587523760152
AZGP1,25877,6252,32129,0.19459055681782814
NFATC2,25299,6247,31546,0.19802827616813543
BLOC1S4,27524,6246,33770,0.18495706248149246
PYGL,12120,6245,18365,0.34004900626191126
COX18,31572,6244,37816,0.1651152951131796
DHX29,26095,6242,32337,0.19302965643071404
FAM98B,29635,6239,35874,0.17391425544962927
ZC2HC1A,28876,6239,35115,0.17767335896340594
KPNA6,24465,6236,30701,0.20312041953030846
ANKRD36C,77625,6230,83855,0.07429491383936557
LRIG3,29989,6230,36219,0.17200916645959302
NIPA1,33215,6227,39442,0.15787738958470665
DVL2,27477,6227,33704,0.18475551863280323
IFIT1,12505,6225,18730,0.3323545114789108
LUZP1,18826,6224,25050,0.2484630738522954
ATG9A,27361,6224,33585,0.18532082775048384
RBM48,28087,6224,34311,0.18139955116434964
BSPRY,31731,6223,37954,0.16396163777203984
MAP3K10,38237,6220,44457,0.13991047529073036
GGCX,28919,6220,35139,0.17701129798799056
TIMM17B,26696,6220,32916,0.18896585247296147
UBALD2,23214,6218,29432,0.2112666485458005
PAK1IP1,20857,6218,27075,0.22965835641735918
DDR2,7099,6217,13316,0.46688194653048964
GNE,21639,6217,27856,0.22318351522113727
GSAP,45691,6216,51907,0.11975263451942898
APOL3,12675,6216,18891,0.32904557725901223
DERA,23688,6215,29903,0.20783867839347223
SMG6,21866,6215,28081,0.22132402692211817
UBE2A,18258,6214,24472,0.2539228506047728
HOXC4,34001,6214,40215,0.1545194579137138
FLCN,33767,6214,39981,0.15542382631750082
C1orf216,19554,6212,25766,0.24109291314134906
HIRIP3,22110,6212,28322,0.21933479274062567
PAK1,21665,6211,27876,0.22280815038025542
ERAP2,19951,6210,26161,0.23737624708535607
WIPF2,19460,6209,25669,0.24188710117262066
COX14,17901,6200,24101,0.2572507364839633
TIMM21,23020,6197,29217,0.21210254304001094
MED22,37650,6197,43847,0.14133236025269688
PCED1A,43257,6196,49453,0.1252906800396336
ZNF700,34123,6194,40317,0.15363246273284223
TNPO2,24967,6194,31161,0.19877410866146786
POLR2I,16258,6192,22450,0.2758129175946548
IPPK,31496,6192,37688,0.16429632774357886
IQSEC1,16999,6188,23187,0.2668736792168025
MAFF,19952,6185,26137,0.23663771664689903
ZNF621,25465,6182,31647,0.1953423705248523
CIC,26739,6180,32919,0.18773352774993166
HACD4,14462,6179,20641,0.29935565137347997
ZNF468,21032,6178,27210,0.22704887908857038
MME,17315,6178,23493,0.2629719490912187
BBIP1,24682,6177,30859,0.20016850837681066
PTPRS,21077,6176,27253,0.2266172531464426
KANK1,24102,6175,30277,0.20395019321597252
ORAI3,26097,6169,32266,0.19119196677617306
PEX11A,33208,6167,39375,0.15662222222222222
THAP1,24964,6166,31130,0.19807259877931255
SDHA,78852,6166,85018,0.07252581806205745
NBPF15,103019,6161,109180,0.0564297490382854
EGR3,24199,6159,30358,0.20287897753475195
KDF1,26298,6157,32455,0.18970882760745647
SIAH1,22719,6155,28874,0.21316755558634065
PSPC1,23806,6153,29959,0.2053806869388164
C1orf174,24659,6150,30809,0.19961699503391866
EMCN,21857,6150,28007,0.21958796015281895
LOXL2,15654,6149,21803,0.2820254093473375
VPS26B,21212,6148,27360,0.22470760233918127
NMT1,20608,6147,26755,0.22975144832741543
SKP1,35331,6147,41478,0.14819904527701433
MED12,29761,6144,35905,0.17111822865896115
GGA1,42887,6143,49030,0.12529063838466245
CCDC7,39455,6142,45597,0.13470184441958902
RABL3,24439,6141,30580,0.20081752779594506
ZNF611,25580,6141,31721,0.19359414898647584
AACS,27863,6141,34004,0.1805964004234796
EVI2A,11673,6140,17813,0.3446920788188402
RRS1,21429,6140,27569,0.22271391780623165
ZBTB25,35731,6138,41869,0.14660010986648833
YIPF1,30895,6137,37032,0.16572153812918558
CDC42EP1,13011,6136,19147,0.3204679584269076
RNF135,22149,6135,28284,0.21690708527789562
ATF7,23135,6130,29265,0.209465231505211
BCAP29,25501,6127,31628,0.19372075376248893
RNF144A,18478,6123,24601,0.24889232145034754
ASB7,23866,6121,29987,0.20412178610731316
HK2,26349,6120,32469,0.18848748036588747
SNUPN,21056,6119,27175,0.2251701931922723
KCNJ3,33192,6118,39310,0.1556346985499873
FOXN2,17606,6117,23723,0.25785103064536524
ATXN7L1,34372,6117,40489,0.15107807058707304
ERCC5,38788,6114,44902,0.13616319985746736
SLC36A4,29263,6111,35374,0.1727540001130774
BRWD3,20842,6111,26953,0.2267280080139502
CYBA,22525,6108,28633,0.2133202947647819
PSMD14,21883,6106,27989,0.2181571331594555
VSIG4,9684,6104,15788,0.38662275145680264
LDHB,12375,6104,18479,0.3303209048108664
LIPH,32144,6103,38247,0.15956807069835544
C3orf14,23636,6101,29737,0.20516528230823552
VPS45,26317,6101,32418,0.1881979147387254
FUT8,22377,6100,28477,0.21420795729887276
NHLRC3,45499,6098,51597,0.11818516580421343
FARSB,22667,6097,28764,0.2119663468224169
BIN1,13013,6096,19109,0.31901198388194046
PIP4P2,15170,6095,21265,0.28662120855866446
C12orf4,29516,6094,35610,0.1711317045773659
GID4,19844,6093,25937,0.23491537186259012
FAM76B,26673,6093,32766,0.18595495330525544
SEPTIN6,13966,6091,20057,0.3036844991773446
WDR53,26655,6091,32746,0.18600745129176083
COASY,25909,6088,31997,0.19026783760977592
B4GALT7,25422,6085,31507,0.193131685022376
TEAD3,28172,6078,34250,0.17745985401459854
ZNF503,19690,6078,25768,0.23587395218876125
PLAGL1,31214,6075,37289,0.16291667784065006
MPC1,23231,6074,29305,0.20726838423477223
GMEB1,23121,6073,29194,0.20802219634171404
PTBP2,42121,6070,48191,0.125957128924488
AXIN2,33736,6070,39806,0.15248957443601466
ODR4,31114,6067,37181,0.16317473978645006
TAOK3,16201,6066,22267,0.2724210715408452
VPS53,24699,6064,30763,0.19711991678314858
SGMS2,19722,6064,25786,0.23516636934770807
SETD4,48870,6064,54934,0.11038700986638511
TCP11L2,21975,6062,28037,0.21621428826193959
KCTD13,39830,6058,45888,0.1320170850767085
ARRB1,21668,6056,27724,0.21843889770595873
MPPE1,34692,6055,40747,0.14859989692492698
TMEM41B,39818,6048,45866,0.13186238172066456
OFD1,42255,6045,48300,0.1251552795031056
CNOT6L,27706,6043,33749,0.17905715724910368
PACSIN3,22950,6036,28986,0.20823845994618093
METTL21A,33839,6030,39869,0.15124532845067595
PLK3,20702,6030,26732,0.22557234774801735
NEDD9,30711,6029,36740,0.16409907457811648
LRRFIP1,23247,6028,29275,0.20590947907771137
FOCAD,26187,6027,32214,0.18709256844850064
COMP,10007,6026,16033,0.3758498097673548
VPS16,24733,6025,30758,0.19588399765914558
ATXN7,26145,6024,32169,0.18726102769747272
MED15,22570,6021,28591,0.21059074533944247
JMY,26494,6018,32512,0.18510088582677164
ZNF3,27648,6017,33665,0.1787316203772464
CNNM4,36653,6014,42667,0.14095202381231398
SPIRE1,21149,6014,27163,0.2214041158929426
TCFL5,24453,6008,30461,0.19723580972390925
SNX21,28338,6008,34346,0.17492575554649742
TRAF6,21436,6005,27441,0.21883313290331985
ASF1A,17413,6003,23416,0.2563631704817219
LMOD1,11501,6003,17504,0.3429501828153565
BAD,21985,6003,27988,0.2144847791910819
SAMD8,23828,6002,29830,0.2012068387529333
C2orf15,29287,6001,35288,0.17005781002040354
FBLIM1,20122,5998,26120,0.22963246554364472
MEAF6,35808,5998,41806,0.14347222886666985
CHST14,25323,5998,31321,0.19150090993263305
DCLRE1A,23058,5997,29055,0.20640165203923594
MFSD8,50275,5995,56270,0.10653989692553759
WDR19,52733,5992,58725,0.10203490847169008
BBS4,42334,5990,48324,0.12395497061501531
NBDY,19326,5989,25315,0.23657910329843965
DGKD,46831,5984,52815,0.11330114550790495
PARP1,21391,5976,27367,0.21836518434611027
EPB41L3,10424,5974,16398,0.36431272106354434
NUP62,20831,5972,26803,0.22281087937917396
DALRD3,24456,5969,30425,0.1961873459326212
KIAA1143,16809,5968,22777,0.26201870307766606
ZNF511,21557,5965,27522,0.21673570234721315
ZDHHC2,18157,5965,24122,0.24728463643147333
YTHDC2,34207,5964,40171,0.14846531079634562
SLC15A3,11816,5964,17780,0.3354330708661417
CLMP,10229,5962,16191,0.36822926317089744
C1orf54,14209,5961,20170,0.2955379276152702
ITPKB,25235,5960,31195,0.19105625901586792
PATL1,25503,5958,31461,0.18937732430628398
PRKAB1,26848,5957,32805,0.1815881725346746
OTUD6B,36477,5956,42433,0.14036245375061862
INTS7,29310,5955,35265,0.16886431305827307
SLC35A2,33328,5955,39283,0.15159229183107195
PVR,32469,5953,38422,0.15493727551923378
DDX52,26337,5949,32286,0.18425943133246608
ZDHHC18,28900,5948,34848,0.17068411386593205
MMGT1,14967,5947,20914,0.2843549775270154
DCAF16,32427,5947,38374,0.15497472246833793
SHANK2,31763,5946,37709,0.15768119016680368
IMPA1,34643,5944,40587,0.14645083401089018
CCDC24,42794,5944,48738,0.12195822561451024
SLC25A28,33325,5943,39268,0.1513446062952022
PIP4K2B,18337,5941,24278,0.24470714226872065
COX5A,23953,5939,29892,0.1986819215843704
DCLK1,17356,5937,23293,0.2548834413772378
INF2,35451,5937,41388,0.14344737605102928
CUEDC2,18632,5936,24568,0.2416151090849886
G3BP1,17932,5935,23867,0.24866971131688104
GULP1,18146,5935,24081,0.24645986462356215
PLPP1,14651,5934,20585,0.288268156424581
TEAD1,15596,5934,21530,0.27561542034370645
EIF2B2,19936,5932,25868,0.22931807638781507
RPP38,21677,5930,27607,0.21480059405223312
PDGFRL,7666,5928,13594,0.4360747388553774
RFTN1,12127,5928,18055,0.32833010246469124
PTGER4,11108,5926,17034,0.347892450393331
TMX4,16361,5925,22286,0.26586197612851115
JCHAIN,10873,5925,16798,0.3527205619716633
PKP4,26375,5922,32297,0.18336068365482863
ZNF281,21924,5922,27846,0.21266968325791855
LRRC42,20767,5921,26688,0.22186001199040767
IQCE,43099,5920,49019,0.12076949754176952
POLR1H,21964,5920,27884,0.21230813369674364
KRT8,35545,5918,41463,0.14272966259074354
GALNT6,35020,5917,40937,0.14453916994406038
SOD3,7334,5909,13243,0.44619799139167865
FAM110A,27344,5908,33252,0.1776735233970889
CLEC10A,14668,5907,20575,0.28709599027946536
MED26,22520,5907,28427,0.20779540577619868
LYPLAL1,20702,5906,26608,0.22196331930246543
RMDN3,26428,5904,32332,0.18260546826673266
RBBP9,19586,5903,25489,0.23159009768919928
ZNF25,24505,5903,30408,0.19412654564588266
CEBPG,17856,5902,23758,0.24842158430844347
RBM19,43768,5900,49668,0.118788757348796
TTLL5,28372,5900,34272,0.17215219421101774
TBC1D20,23971,5899,29870,0.19748911951791095
OARD1,28178,5897,34075,0.17305942773294203
CCDC69,11065,5896,16961,0.3476210129119745
WDR33,23359,5894,29253,0.20148360851878439
GMFG,12321,5893,18214,0.3235423300757659
WDR59,32871,5892,38763,0.15200061914712484
SYNGAP1,41954,5889,47843,0.12309010722571745
CRB3,24846,5884,30730,0.1914741295151318
ELN,15695,5882,21577,0.27260508875191175
PIGM,44931,5882,50813,0.11575777852124457
DESI2,18984,5881,24865,0.23651719284134326
BOC,23395,5878,29273,0.20079937143442764
SMG9,31278,5876,37154,0.15815255423372987
ZNF670,26196,5875,32071,0.18318730317108914
RASA3,18276,5868,24144,0.2430417495029821
CEP170B,32881,5867,38748,0.1514142665427893
ZBTB24,20155,5866,26021,0.2254333038699512
EGFLAM,15418,5866,21284,0.2756060890809998
RASIP1,17735,5865,23600,0.24851694915254238
BIVM,22707,5864,28571,0.2052430786461797
CHURC1,17136,5863,22999,0.2549241271359624
RRM2,25503,5862,31365,0.1868962219033955
ISG20,24923,5861,30784,0.19039111226611227
TRAK2,15377,5860,21237,0.2759335122663276
